,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
FSIP22,2.58E-94,0.33583488,0.821,0.431,7.39E-90,3,FSIP2
SAXO2,2.67E-94,0.340278296,0.816,0.468,7.66E-90,3,SAXO2
NKX6-12,4.54E-94,0.313283542,0.52,0.194,1.30E-89,3,NKX6-1
LRRC231,4.77E-94,0.30771672,0.772,0.404,1.37E-89,3,LRRC23
HSPA4L1,5.11E-94,0.362726821,0.978,0.728,1.46E-89,3,HSPA4L
STRAP2,5.25E-94,0.371273193,0.927,0.637,1.50E-89,3,STRAP
MRPS161,5.91E-94,0.326328026,0.894,0.555,1.69E-89,3,MRPS16
COPS41,6.00E-94,0.378219972,0.94,0.656,1.72E-89,3,COPS4
NAA302,6.13E-94,0.335591546,0.86,0.505,1.76E-89,3,NAA30
RPL26L12,6.22E-94,0.393958856,0.989,0.811,1.78E-89,3,RPL26L1
AC006277.21,6.64E-94,0.3013346,0.77,0.403,1.90E-89,3,AC006277.2
RP11-410L14.2,1.55E-93,0.253042737,0.572,0.248,4.44E-89,3,RP11-410L14.2
PSMD132,1.74E-93,0.322598835,0.874,0.516,4.99E-89,3,PSMD13
ANAPC111,2.48E-93,0.332657374,0.982,0.933,7.11E-89,3,ANAPC11
SDHB2,2.55E-93,0.376257909,0.947,0.663,7.29E-89,3,SDHB
SERP11,2.87E-93,0.352617259,0.989,0.861,8.21E-89,3,SERP1
BMPR1B-AS1,3.79E-93,0.305132414,0.649,0.314,1.09E-88,3,BMPR1B-AS1
PIGV,3.87E-93,0.319235882,0.822,0.469,1.11E-88,3,PIGV
RPL151,6.03E-93,0.25878084,0.996,0.994,1.73E-88,3,RPL15
HSPA141,9.68E-93,0.306156569,0.864,0.51,2.77E-88,3,HSPA14
FAM122A1,1.09E-92,0.299569381,0.679,0.344,3.11E-88,3,FAM122A
YAE1D12,1.62E-92,0.326639536,0.808,0.471,4.64E-88,3,YAE1D1
NHP22,2.09E-92,0.360956548,0.943,0.667,5.98E-88,3,NHP2
LRRC11,3.34E-92,0.308737732,0.814,0.445,9.56E-88,3,LRRC1
RSPH92,3.54E-92,0.376234947,0.9,0.517,1.01E-87,3,RSPH9
PSTK1,4.59E-92,0.317224865,0.738,0.39,1.31E-87,3,PSTK
RPL22L11,6.22E-92,0.315417146,0.862,0.483,1.78E-87,3,RPL22L1
NUDT211,1.33E-91,0.342846292,0.984,0.81,3.80E-87,3,NUDT21
REC1142,1.34E-91,0.375230467,0.925,0.583,3.84E-87,3,REC114
PANK21,2.48E-91,0.351515742,0.858,0.535,7.11E-87,3,PANK2
VAMP41,4.63E-91,0.278788852,0.733,0.386,1.33E-86,3,VAMP4
C12orf10,5.05E-91,0.332988132,0.981,0.866,1.44E-86,3,C12orf10
CAB39L2,1.00E-90,0.319413573,0.893,0.484,2.87E-86,3,CAB39L
EIF1AD,1.31E-90,0.263402949,0.65,0.307,3.75E-86,3,EIF1AD
DDIT31,1.71E-90,0.256556909,0.675,0.307,4.90E-86,3,DDIT3
PTDSS2,2.04E-90,0.349078327,0.938,0.678,5.85E-86,3,PTDSS2
USP12,2.72E-90,0.377638867,0.958,0.733,7.77E-86,3,USP1
RAB30-AS11,3.20E-90,0.297596982,0.795,0.416,9.16E-86,3,RAB30-AS1
LURAP1,4.18E-90,0.325076127,0.858,0.507,1.20E-85,3,LURAP1
UBAC2-AS1,4.79E-90,0.259837114,0.653,0.32,1.37E-85,3,UBAC2-AS1
WAPL1,1.58E-89,0.333941689,0.927,0.639,4.52E-85,3,WAPL
ASB11,1.64E-89,0.317478347,0.771,0.426,4.69E-85,3,ASB1
KLHDC21,2.01E-89,0.340811053,0.965,0.667,5.77E-85,3,KLHDC2
HIST1H2BJ1,2.70E-89,0.259452389,0.715,0.359,7.73E-85,3,HIST1H2BJ
CHMP2A1,3.45E-89,0.340711985,0.957,0.728,9.89E-85,3,CHMP2A
UBQLN11,3.67E-89,0.314106422,0.813,0.479,1.05E-84,3,UBQLN1
QRICH11,5.15E-89,0.255245217,0.66,0.302,1.47E-84,3,QRICH1
ANKRD13A,7.40E-89,0.358018386,0.835,0.51,2.12E-84,3,ANKRD13A
STX181,7.72E-89,0.355110573,0.86,0.548,2.21E-84,3,STX18
NSMCE1,8.99E-89,0.356086137,0.954,0.744,2.57E-84,3,NSMCE1
RP11-181C3.11,1.03E-88,0.257694447,0.612,0.275,2.94E-84,3,RP11-181C3.1
PPIE2,1.34E-88,0.348543701,0.808,0.435,3.83E-84,3,PPIE
LRRIQ12,1.92E-88,0.403568511,0.943,0.688,5.49E-84,3,LRRIQ1
USP82,2.03E-88,0.367825251,0.938,0.593,5.80E-84,3,USP8
IP6K21,2.05E-88,0.355157985,0.808,0.494,5.86E-84,3,IP6K2
DERL3,2.85E-88,0.338216962,0.874,0.566,8.15E-84,3,DERL3
GINM1,4.19E-88,0.349183797,0.95,0.747,1.20E-83,3,GINM1
MRPL521,4.65E-88,0.340130686,0.915,0.605,1.33E-83,3,MRPL52
TSSC41,6.34E-88,0.345352599,0.94,0.7,1.82E-83,3,TSSC4
TMEM120A1,8.10E-88,0.346334163,0.961,0.727,2.32E-83,3,TMEM120A
B9D12,8.55E-88,0.352502576,0.966,0.67,2.45E-83,3,B9D1
LRPAP12,8.56E-88,0.270300226,0.957,0.618,2.45E-83,3,LRPAP1
RORA-AS11,8.73E-88,0.283630935,0.664,0.321,2.50E-83,3,RORA-AS1
SRSF12,9.42E-88,0.34073978,0.93,0.683,2.70E-83,3,SRSF12
WDR541,1.02E-87,0.311859072,0.883,0.54,2.91E-83,3,WDR54
VIMP2,1.16E-87,0.324008213,0.943,0.586,3.33E-83,3,VIMP
TBRG11,2.33E-87,0.281045631,0.766,0.404,6.68E-83,3,TBRG1
IMMP1L1,2.44E-87,0.298513934,0.738,0.39,7.00E-83,3,IMMP1L
NDUFA31,4.72E-87,0.327428751,0.988,0.815,1.35E-82,3,NDUFA3
ZNF71,5.03E-87,0.2528916,0.709,0.351,1.44E-82,3,ZNF7
RND21,5.98E-87,0.326273817,0.936,0.637,1.71E-82,3,RND2
APITD11,1.03E-86,0.337243558,0.954,0.703,2.96E-82,3,APITD1
CENPT1,1.79E-86,0.315354482,0.816,0.475,5.13E-82,3,CENPT
SFT2D11,1.86E-86,0.31929821,0.904,0.59,5.33E-82,3,SFT2D1
RAB4A1,1.88E-86,0.333850989,0.923,0.648,5.39E-82,3,RAB4A
SGOL21,3.03E-86,0.302442563,0.942,0.574,8.67E-82,3,SGOL2
ACOT131,3.79E-86,0.347563002,0.978,0.679,1.09E-81,3,ACOT13
SETD31,4.36E-86,0.350917871,0.955,0.731,1.25E-81,3,SETD3
MRPL331,5.47E-86,0.342083008,0.947,0.689,1.56E-81,3,MRPL33
ZFPL1,6.91E-86,0.25570202,0.706,0.345,1.98E-81,3,ZFPL1
TESC,7.93E-86,0.34582786,0.907,0.627,2.27E-81,3,TESC
IFT881,8.33E-86,0.310248346,0.936,0.61,2.38E-81,3,IFT88
KIAA12572,1.15E-85,0.351501106,0.9,0.571,3.28E-81,3,KIAA1257
SUMO11,1.55E-85,0.344992603,0.965,0.693,4.44E-81,3,SUMO1
HSF11,1.62E-85,0.358353091,0.955,0.725,4.64E-81,3,HSF1
TMEM170A1,2.16E-85,0.323070665,0.828,0.478,6.19E-81,3,TMEM170A
ATP6V1E12,2.25E-85,0.266367042,0.805,0.409,6.44E-81,3,ATP6V1E1
RPF11,2.46E-85,0.344295382,0.892,0.547,7.06E-81,3,RPF1
RYBP1,2.55E-85,0.290461761,0.699,0.354,7.30E-81,3,RYBP
NUDT6,3.46E-85,0.259071998,0.589,0.271,9.91E-81,3,NUDT6
RDH141,3.76E-85,0.297321645,0.775,0.433,1.08E-80,3,RDH14
PLEKHO1,5.05E-85,0.356367145,0.958,0.715,1.45E-80,3,PLEKHO1
CTB-113P19.4,5.33E-85,0.263499392,0.463,0.177,1.53E-80,3,CTB-113P19.4
MTL51,5.41E-85,0.289499801,0.898,0.552,1.55E-80,3,MTL5
CCDC1551,5.43E-85,0.251230579,0.767,0.391,1.55E-80,3,CCDC155
NMT11,5.77E-85,0.288152367,0.745,0.392,1.65E-80,3,NMT1
SAMD15,5.90E-85,0.304424676,0.779,0.437,1.69E-80,3,SAMD15
THOC11,1.35E-84,0.307881601,0.832,0.484,3.86E-80,3,THOC1
RUBCN1,2.61E-84,0.263683558,0.675,0.327,7.46E-80,3,RUBCN
DUS2,3.50E-84,0.303583685,0.822,0.491,1.00E-79,3,DUS2
CCDC74B2,3.81E-84,0.361137631,0.947,0.635,1.09E-79,3,CCDC74B
ZNF8001,9.20E-84,0.282239152,0.799,0.437,2.63E-79,3,ZNF800
CEP631,9.41E-84,0.345788675,0.894,0.589,2.69E-79,3,CEP63
FAM83F,1.04E-83,0.266318277,0.713,0.381,2.98E-79,3,FAM83F
RP11-758H9.21,1.54E-83,0.280753105,0.797,0.44,4.41E-79,3,RP11-758H9.2
ARSA,1.61E-83,0.269844068,0.715,0.37,4.61E-79,3,ARSA
CREBL21,1.96E-83,0.282252268,0.741,0.39,5.61E-79,3,CREBL2
SLC25A511,2.20E-83,0.280062543,0.687,0.365,6.29E-79,3,SLC25A51
HAUS21,2.46E-83,0.269959285,0.683,0.351,7.05E-79,3,HAUS2
CEP57L11,2.75E-83,0.292306884,0.718,0.38,7.88E-79,3,CEP57L1
GPR137,3.43E-83,0.30861717,0.97,0.827,9.81E-79,3,GPR137
TTC11,8.30E-83,0.336786622,0.905,0.618,2.38E-78,3,TTC1
LEKR12,1.33E-82,0.304146319,0.763,0.409,3.80E-78,3,LEKR1
MED7,1.72E-82,0.368052726,0.942,0.695,4.92E-78,3,MED7
H2AFZ2,1.98E-82,0.253231883,0.972,0.619,5.65E-78,3,H2AFZ
C1orf522,2.58E-82,0.325015623,0.846,0.502,7.37E-78,3,C1orf52
ACTR31,3.70E-82,0.275988556,0.944,0.685,1.06E-77,3,ACTR3
EFCAB21,4.44E-82,0.323980558,0.919,0.573,1.27E-77,3,EFCAB2
GGA11,1.21E-81,0.325357255,0.939,0.721,3.45E-77,3,GGA1
MORN51,1.39E-81,0.364850293,0.977,0.701,3.99E-77,3,MORN5
FLJ37035,1.80E-81,0.271638118,0.621,0.312,5.15E-77,3,FLJ37035
SPAG91,1.80E-81,0.341212853,0.943,0.695,5.16E-77,3,SPAG9
NBPF14,1.81E-81,0.315942951,0.821,0.486,5.18E-77,3,NBPF14
TIPRL1,2.07E-81,0.286141721,0.818,0.471,5.92E-77,3,TIPRL
NUP881,2.68E-81,0.35816539,0.898,0.627,7.68E-77,3,NUP88
KATNB12,3.25E-81,0.307595198,0.822,0.484,9.31E-77,3,KATNB1
BBS52,3.60E-81,0.31724666,0.897,0.495,1.03E-76,3,BBS5
PLEKHJ12,7.01E-81,0.34276246,0.912,0.642,2.01E-76,3,PLEKHJ1
ABHD13,9.16E-81,0.264631542,0.611,0.302,2.62E-76,3,ABHD13
FAM184A1,1.38E-80,0.285364055,0.694,0.342,3.94E-76,3,FAM184A
STAM22,1.49E-80,0.312583844,0.867,0.519,4.27E-76,3,STAM2
PPM1D1,1.63E-80,0.285310226,0.726,0.404,4.66E-76,3,PPM1D
TRPT11,1.79E-80,0.301468165,0.864,0.525,5.11E-76,3,TRPT1
COX111,1.84E-80,0.326175995,0.831,0.509,5.26E-76,3,COX11
LUC7L1,3.09E-80,0.296485569,0.833,0.505,8.84E-76,3,LUC7L
ATG4B2,3.54E-80,0.268603553,0.854,0.492,1.01E-75,3,ATG4B
SHARPIN,4.38E-80,0.298728482,0.982,0.861,1.26E-75,3,SHARPIN
TPM41,6.74E-80,0.255518997,0.714,0.388,1.93E-75,3,TPM4
TECR,8.11E-80,0.303574967,0.977,0.897,2.32E-75,3,TECR
EFCAB141,8.74E-80,0.297952764,0.798,0.444,2.50E-75,3,EFCAB14
PSMC21,8.75E-80,0.339118971,0.897,0.597,2.51E-75,3,PSMC2
MEIG12,9.21E-80,0.329137141,0.798,0.447,2.64E-75,3,MEIG1
SMIM22,9.35E-80,0.260634136,0.638,0.317,2.68E-75,3,SMIM22
PNMA11,1.01E-79,0.319431367,0.881,0.561,2.89E-75,3,PNMA1
CEP104,1.08E-79,0.298506902,0.785,0.452,3.09E-75,3,CEP104
MCPH1,1.18E-79,0.265787978,0.629,0.321,3.37E-75,3,MCPH1
C12orf291,1.56E-79,0.302572565,0.848,0.521,4.47E-75,3,C12orf29
KYNU1,1.73E-79,0.289151545,0.786,0.454,4.95E-75,3,KYNU
CENPU2,2.29E-79,0.342246807,0.992,0.838,6.55E-75,3,CENPU
ABHD11,2.91E-79,0.313440082,0.942,0.659,8.34E-75,3,ABHD1
TCF251,4.51E-79,0.337203218,0.953,0.766,1.29E-74,3,TCF25
CEBPG1,7.83E-79,0.325599516,0.86,0.578,2.24E-74,3,CEBPG
EIF3F,1.05E-78,0.297552281,0.978,0.879,3.02E-74,3,EIF3F
ACER31,1.40E-78,0.290839144,0.764,0.44,4.00E-74,3,ACER3
PYURF1,1.52E-78,0.296916019,0.882,0.561,4.35E-74,3,PYURF
DEPDC72,1.93E-78,0.293300823,0.812,0.439,5.52E-74,3,DEPDC7
TCEB11,2.95E-78,0.300621994,0.991,0.896,8.46E-74,3,TCEB1
DPP71,3.52E-78,0.318907676,0.958,0.754,1.01E-73,3,DPP7
IFT271,5.13E-78,0.323465125,0.817,0.499,1.47E-73,3,IFT27
CTD-2530N21.4,5.48E-78,0.266921393,0.71,0.396,1.57E-73,3,CTD-2530N21.4
HSP90AA12,5.51E-78,0.393676887,0.995,0.865,1.58E-73,3,HSP90AA1
CLIC11,8.38E-78,0.256331387,0.74,0.394,2.40E-73,3,CLIC1
RAB8B,1.11E-77,0.314276077,0.932,0.634,3.17E-73,3,RAB8B
ZDHHC121,1.26E-77,0.291772442,0.795,0.471,3.60E-73,3,ZDHHC12
AC008088.4,1.31E-77,0.252640549,0.631,0.319,3.75E-73,3,AC008088.4
ACTR1A1,1.49E-77,0.292625677,0.74,0.426,4.26E-73,3,ACTR1A
MAP1LC3B1,1.86E-77,0.265312793,0.981,0.845,5.32E-73,3,MAP1LC3B
PSORS1C11,2.67E-77,0.35369362,0.963,0.72,7.64E-73,3,PSORS1C1
CENPE1,4.25E-77,0.264986264,0.653,0.317,1.22E-72,3,CENPE
SWT12,5.95E-77,0.293082277,0.782,0.445,1.70E-72,3,SWT1
NDUFB52,7.69E-77,0.337286911,0.969,0.726,2.20E-72,3,NDUFB5
PCM11,9.11E-77,0.327794485,0.978,0.836,2.61E-72,3,PCM1
STK32C2,1.19E-76,0.30793299,0.925,0.651,3.41E-72,3,STK32C
SMU11,1.93E-76,0.254146599,0.686,0.367,5.52E-72,3,SMU1
ADORA2A-AS1,2.40E-76,0.258262008,0.615,0.303,6.88E-72,3,ADORA2A-AS1
PWP12,3.44E-76,0.271168909,0.832,0.467,9.85E-72,3,PWP1
MTRF1L,4.96E-76,0.278990624,0.756,0.43,1.42E-71,3,MTRF1L
CCDC302,7.00E-76,0.307891132,0.679,0.365,2.00E-71,3,CCDC30
C20orf271,8.63E-76,0.251947806,0.713,0.365,2.47E-71,3,C20orf27
PPIL62,1.30E-75,0.32472539,0.955,0.616,3.71E-71,3,PPIL6
ARHGAP152,1.48E-75,0.508216083,0.615,0.328,4.23E-71,3,ARHGAP15
EXOSC81,1.55E-75,0.309728415,0.93,0.66,4.42E-71,3,EXOSC8
CDRT15L22,1.55E-75,0.314689188,0.659,0.324,4.45E-71,3,CDRT15L2
RP11-568N6.11,1.68E-75,0.280171443,0.832,0.485,4.80E-71,3,RP11-568N6.1
MAP3K13,2.73E-75,0.29215899,0.84,0.554,7.81E-71,3,MAP3K13
RP11-783K16.5,2.75E-75,0.26494202,0.793,0.454,7.88E-71,3,RP11-783K16.5
ING21,3.30E-75,0.308600452,0.892,0.601,9.44E-71,3,ING2
EHMT11,6.67E-75,0.307494175,0.867,0.587,1.91E-70,3,EHMT1
FAM192A1,9.27E-75,0.307627452,0.923,0.719,2.65E-70,3,FAM192A
SIL11,1.44E-74,0.28043458,0.889,0.618,4.12E-70,3,SIL1
AF131216.1,2.39E-74,0.275253193,0.776,0.445,6.83E-70,3,AF131216.1
RP11-146F11.12,2.40E-74,0.327539308,0.959,0.732,6.86E-70,3,RP11-146F11.1
CLUAP12,3.11E-74,0.335179994,0.919,0.634,8.91E-70,3,CLUAP1
ZBED5-AS11,4.68E-74,0.276085204,0.87,0.544,1.34E-69,3,ZBED5-AS1
KDM1A2,5.18E-74,0.252859838,0.907,0.631,1.48E-69,3,KDM1A
FAF11,1.17E-73,0.294012435,0.954,0.729,3.34E-69,3,FAF1
NMB1,1.50E-73,0.342108494,0.743,0.438,4.29E-69,3,NMB
SDF42,1.76E-73,0.322656072,0.841,0.539,5.04E-69,3,SDF4
10-Sep,4.09E-73,0.285337882,0.967,0.784,1.17E-68,3,10-Sep
STK17A1,5.10E-73,0.32082325,0.846,0.508,1.46E-68,3,STK17A
ALG51,5.40E-73,0.271348792,0.72,0.413,1.54E-68,3,ALG5
MRPL31,7.32E-73,0.312738629,0.92,0.647,2.09E-68,3,MRPL3
ATF7IP21,7.57E-73,0.258704474,0.852,0.54,2.17E-68,3,ATF7IP2
CCDC1462,7.96E-73,0.343482024,0.904,0.509,2.28E-68,3,CCDC146
EXOC11,1.09E-72,0.272635618,0.745,0.438,3.13E-68,3,EXOC1
GPANK11,1.26E-72,0.278531824,0.877,0.548,3.61E-68,3,GPANK1
GPATCH111,1.79E-72,0.284817772,0.676,0.378,5.13E-68,3,GPATCH11
PCSK4,2.32E-72,0.306438195,0.942,0.677,6.63E-68,3,PCSK4
ELAVL11,3.13E-72,0.302417658,0.944,0.745,8.95E-68,3,ELAVL1
RP11-452K12.4,3.61E-72,0.329880669,0.896,0.566,1.03E-67,3,RP11-452K12.4
PEX132,6.17E-72,0.304649898,0.901,0.562,1.77E-67,3,PEX13
THOC71,1.31E-71,0.257026467,0.921,0.623,3.74E-67,3,THOC7
RAB11B1,3.08E-71,0.261135108,0.875,0.542,8.82E-67,3,RAB11B
C4orf33,4.65E-71,0.27840882,0.904,0.587,1.33E-66,3,C4orf3
BAD,4.75E-71,0.272696293,0.751,0.432,1.36E-66,3,BAD
AGBL52,1.43E-70,0.305405596,0.972,0.751,4.08E-66,3,AGBL5
NDUFV3,2.40E-70,0.290884654,0.982,0.829,6.87E-66,3,NDUFV3
AGFG1,2.41E-70,0.307365054,0.915,0.666,6.90E-66,3,AGFG1
NDUFB91,3.55E-70,0.272787138,0.986,0.918,1.02E-65,3,NDUFB9
BTBD101,5.26E-70,0.284932916,0.841,0.535,1.51E-65,3,BTBD10
GNL11,5.56E-70,0.274647455,0.924,0.69,1.59E-65,3,GNL1
KARS1,8.94E-70,0.301894462,0.967,0.79,2.56E-65,3,KARS
ZNF8392,9.29E-70,0.266930628,0.738,0.394,2.66E-65,3,ZNF839
CENPW2,1.00E-69,0.326502531,0.951,0.664,2.87E-65,3,CENPW
TOMM221,1.05E-69,0.291287168,0.955,0.81,3.00E-65,3,TOMM22
LINC01082,1.06E-69,0.271294678,0.706,0.388,3.03E-65,3,LINC01082
POLR2D,1.09E-69,0.297952193,0.875,0.575,3.12E-65,3,POLR2D
CCDC1711,1.77E-69,0.317930857,0.859,0.57,5.07E-65,3,CCDC171
CCDC74A2,1.86E-69,0.326315739,0.95,0.667,5.31E-65,3,CCDC74A
MPC22,2.52E-69,0.30345165,0.995,0.978,7.20E-65,3,MPC2
CPSF32,2.74E-69,0.3062403,0.919,0.587,7.84E-65,3,CPSF3
AP1M1,6.54E-69,0.263257302,0.717,0.405,1.87E-64,3,AP1M1
MTO11,7.17E-69,0.262949696,0.775,0.459,2.05E-64,3,MTO1
TSTA3,1.15E-68,0.303808548,0.856,0.601,3.28E-64,3,TSTA3
EXOSC41,1.80E-68,0.281886119,0.966,0.781,5.16E-64,3,EXOSC4
FKBP41,2.25E-68,0.290069214,0.931,0.645,6.45E-64,3,FKBP4
DYNC1LI11,3.55E-68,0.314763559,0.938,0.704,1.01E-63,3,DYNC1LI1
DNAJC81,3.58E-68,0.316695301,0.85,0.562,1.02E-63,3,DNAJC8
MYCBPAP2,3.83E-68,0.309279324,0.936,0.59,1.10E-63,3,MYCBPAP
SNAP47,4.15E-68,0.278511111,0.767,0.47,1.19E-63,3,SNAP47
RSL24D11,6.47E-68,0.259947497,0.953,0.715,1.85E-63,3,RSL24D1
CHCHD11,7.41E-68,0.282910167,0.774,0.478,2.12E-63,3,CHCHD1
POC1A,1.26E-67,0.250383207,0.721,0.423,3.60E-63,3,POC1A
CLTA2,1.33E-67,0.277867932,0.963,0.728,3.82E-63,3,CLTA
UQCC2,2.63E-67,0.326116821,0.957,0.769,7.52E-63,3,UQCC2
BTF3L41,3.65E-67,0.279814705,0.909,0.617,1.05E-62,3,BTF3L4
WDR331,3.67E-67,0.269061149,0.862,0.55,1.05E-62,3,WDR33
HNRNPLL2,3.95E-67,0.287449742,0.896,0.6,1.13E-62,3,HNRNPLL
C9orf782,3.97E-67,0.250556559,0.936,0.609,1.14E-62,3,C9orf78
PDHX1,4.39E-67,0.260406445,0.741,0.452,1.26E-62,3,PDHX
CCT32,5.19E-67,0.272236442,0.966,0.756,1.49E-62,3,CCT3
AHCTF11,1.37E-66,0.264701297,0.683,0.37,3.93E-62,3,AHCTF1
ATP5J21,3.40E-66,0.264609532,0.986,0.899,9.73E-62,3,ATP5J2
CRIPT1,3.59E-66,0.268637229,0.795,0.49,1.03E-61,3,CRIPT
DHX161,4.48E-66,0.28625576,0.839,0.536,1.28E-61,3,DHX16
FAM200B,5.22E-66,0.294500489,0.934,0.676,1.49E-61,3,FAM200B
SRPK1,5.99E-66,0.293109344,0.967,0.82,1.72E-61,3,SRPK1
RSPH11,6.22E-66,0.267566163,0.801,0.485,1.78E-61,3,RSPH1
ZCWPW22,1.75E-65,0.252867569,0.791,0.451,5.00E-61,3,ZCWPW2
CFAP362,3.91E-65,0.365052559,0.992,0.76,1.12E-60,3,CFAP36
MRPL392,4.90E-65,0.294772377,0.927,0.592,1.40E-60,3,MRPL39
PGM31,7.68E-65,0.252009214,0.82,0.495,2.20E-60,3,PGM3
SAC3D11,9.95E-65,0.272973835,0.878,0.608,2.85E-60,3,SAC3D1
FTCD1,1.48E-64,0.277524224,0.847,0.555,4.23E-60,3,FTCD
ARL2BP1,1.48E-64,0.275712311,0.949,0.723,4.24E-60,3,ARL2BP
DRC1,1.49E-64,0.272174646,0.816,0.505,4.27E-60,3,DRC1
TOMM52,2.49E-64,0.290200642,0.843,0.532,7.12E-60,3,TOMM5
NDUFAF22,7.11E-64,0.314927364,0.896,0.624,2.04E-59,3,NDUFAF2
HDAC92,7.64E-64,0.274520583,0.885,0.507,2.19E-59,3,HDAC9
LAMP11,1.68E-63,0.25727019,0.969,0.837,4.81E-59,3,LAMP1
MTERF41,2.27E-63,0.263750176,0.783,0.492,6.51E-59,3,MTERF4
PRPSAP12,5.22E-63,0.252785635,0.886,0.56,1.49E-58,3,PRPSAP1
ZNF1311,9.51E-63,0.257651181,0.847,0.555,2.72E-58,3,ZNF131
CCDC1482,1.06E-62,0.305816437,0.569,0.309,3.04E-58,3,CCDC148
PAWR1,1.11E-62,0.263419146,0.889,0.619,3.17E-58,3,PAWR
TMEM2611,1.46E-62,0.257017831,0.821,0.513,4.19E-58,3,TMEM261
RP11-217B7.31,2.68E-62,0.279584412,0.863,0.551,7.66E-58,3,RP11-217B7.3
MRPL212,3.37E-62,0.275497037,0.908,0.702,9.66E-58,3,MRPL21
ERLEC11,4.36E-62,0.276687532,0.9,0.659,1.25E-57,3,ERLEC1
SRRT1,4.77E-62,0.260587068,0.943,0.742,1.36E-57,3,SRRT
C11orf702,1.72E-61,0.337742973,0.958,0.606,4.91E-57,3,C11orf70
LZIC2,1.26E-60,0.280777727,0.954,0.743,3.61E-56,3,LZIC
IFT432,1.67E-60,0.277683751,0.885,0.585,4.78E-56,3,IFT43
HAX11,2.09E-60,0.259040445,0.969,0.762,5.99E-56,3,HAX1
PACRGL2,3.62E-60,0.27482265,0.901,0.641,1.04E-55,3,PACRGL
CAPRIN12,1.04E-59,0.281482844,0.965,0.79,2.97E-55,3,CAPRIN1
STXBP2,2.12E-59,0.257990699,0.841,0.582,6.07E-55,3,STXBP2
OPTN1,2.72E-59,0.271938559,0.946,0.697,7.78E-55,3,OPTN
C11orf652,2.55E-58,0.280660654,0.972,0.693,7.31E-54,3,C11orf65
IMMT1,3.39E-58,0.261838788,0.913,0.679,9.71E-54,3,IMMT
SPAG161,5.80E-58,0.267956227,0.909,0.611,1.66E-53,3,SPAG16
IPO4,8.35E-58,0.250099146,0.702,0.431,2.39E-53,3,IPO4
CDK19,2.10E-57,0.251900814,0.789,0.51,6.02E-53,3,CDK19
STT3B,3.01E-57,0.27438921,0.939,0.754,8.62E-53,3,STT3B
LRRC28,4.24E-57,0.260481721,0.912,0.669,1.21E-52,3,LRRC28
FAM92A12,7.03E-57,0.319668687,0.986,0.83,2.01E-52,3,FAM92A1
C11orf882,8.57E-57,0.285380378,0.808,0.494,2.45E-52,3,C11orf88
HGFAC,1.53E-56,0.256388601,0.659,0.393,4.38E-52,3,HGFAC
MAPK11,2.03E-56,0.259815784,0.871,0.569,5.81E-52,3,MAPK1
KXD11,2.06E-56,0.275999513,0.881,0.626,5.88E-52,3,KXD1
RP11-358H12.1,3.40E-55,0.406833647,0.385,0.168,9.75E-51,3,RP11-358H12.1
CCDC1741,1.80E-54,0.256359657,0.836,0.58,5.14E-50,3,CCDC174
CAMLG2,1.38E-53,0.272275844,0.988,0.863,3.96E-49,3,CAMLG
C9orf1162,1.66E-53,0.332485368,0.946,0.724,4.75E-49,3,C9orf116
DNAJC22,3.08E-52,0.263346516,0.972,0.766,8.82E-48,3,DNAJC2
IK2,7.55E-52,0.285575998,0.978,0.769,2.16E-47,3,IK
EIF5A3,7.67E-52,0.251054915,0.957,0.802,2.20E-47,3,EIF5A
HYLS12,1.05E-51,0.275139983,0.767,0.508,3.01E-47,3,HYLS1
IFT201,2.08E-51,0.257050694,0.942,0.669,5.94E-47,3,IFT20
DHX301,2.71E-51,0.266830538,0.866,0.616,7.77E-47,3,DHX30
CREM2,5.35E-51,0.289936761,0.995,0.925,1.53E-46,3,CREM
C3orf382,1.12E-49,0.255743506,0.912,0.643,3.19E-45,3,C3orf38
RP11-862L9.31,1.13E-49,0.371617205,0.478,0.252,3.24E-45,3,RP11-862L9.3
LINC00911,2.87E-49,0.278048818,0.309,0.12,8.22E-45,3,LINC00911
FANK11,1.08E-48,0.253762582,0.97,0.738,3.09E-44,3,FANK1
CCDC342,4.42E-43,0.258297975,0.976,0.806,1.26E-38,3,CCDC34
LINC006432,6.97E-42,0.329190003,0.759,0.509,1.99E-37,3,LINC00643
PGK22,2.07E-28,0.253909318,0.992,0.76,5.94E-24,3,PGK2
LINC009192,0,2.112358407,1,0.511,0,4,LINC00919
FAM71A2,0,1.942689714,0.981,0.395,0,4,FAM71A
FAM71B2,0,1.756103865,0.997,0.249,0,4,FAM71B
PRSS582,0,1.727141764,0.987,0.241,0,4,PRSS58
RNF1511,0,1.671527466,1,0.648,0,4,RNF151
HEMGN3,0,1.648154397,0.998,0.392,0,4,HEMGN
CCDC1793,0,1.57982795,0.998,0.365,0,4,CCDC179
C1orf1003,0,1.522272813,0.997,0.454,0,4,C1orf100
C17orf1052,0,1.412162252,0.997,0.605,0,4,C17orf105
NFKBIB3,0,1.389676699,1,0.478,0,4,NFKBIB
TP53TG52,0,1.337937699,0.959,0.295,0,4,TP53TG5
HMGB43,0,1.325109181,1,0.951,0,4,HMGB4
TEX373,0,1.31804131,1,0.467,0,4,TEX37
